INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
QUADRegionTechCapital,,,,,,,
,,,,,,,
region,supplysector,subsector,technology,year,input.capital,capital.overnight,fixed.charge.rate
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2075,capital,239,0.21
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2080,capital,239,0.21
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2085,capital,239,0.21
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2090,capital,239,0.21
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2095,capital,239,0.21
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2100,capital,239,0.21
Australia_NZ,electricity,solar,CSP_storage,2020,capital,1835,0.091
Australia_NZ,electricity,solar,CSP_storage,2025,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2030,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2035,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2040,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2045,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2050,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2055,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2060,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2065,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2070,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2075,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2080,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2085,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2090,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2095,capital,1835,0.117
Australia_NZ,electricity,solar,CSP_storage,2100,capital,1835,0.117
Australia_NZ,electricity,solar,PV_storage,2020,capital,1896,0.091
Australia_NZ,electricity,solar,PV_storage,2025,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2030,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2035,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2040,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2045,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2050,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2055,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2060,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2065,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2070,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2075,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2080,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2085,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2090,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2095,capital,1896,0.117
Australia_NZ,electricity,solar,PV_storage,2100,capital,1896,0.117
Australia_NZ,electricity,wind,wind_storage,2020,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2025,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2030,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2035,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2040,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2045,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2050,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2055,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2060,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2065,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2070,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2075,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2080,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2085,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2090,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2095,capital,1681,0.13
Australia_NZ,electricity,wind,wind_storage,2100,capital,1681,0.13
Australia_NZ,electricity,nuclear,Gen_III,2020,capital,1675,0.13415
Australia_NZ,electricity,nuclear,Gen_III,2025,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2030,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2035,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2040,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2045,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2050,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2055,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2060,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2065,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2070,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2075,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2080,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2085,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2090,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2095,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_III,2100,capital,1675,0.13324
Australia_NZ,electricity,nuclear,Gen_II_LWR,2020,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2025,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2030,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2035,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2040,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2045,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2050,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2055,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2060,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2065,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2070,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2075,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2080,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2085,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2090,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2095,capital,1704,0.13
Australia_NZ,electricity,nuclear,Gen_II_LWR,2100,capital,1704,0.13
